GeneA,GeneB
HDAC7,HIF1A
HDAC7,HIF1A
HDAC7,MAML1
HDAC7,MEF2A
HDAC7,MEF2C
HDAC7,MEF2D
HDAC7,MMP10
HDAC7,NR4A1
HDGF,CDH1
HDGF,FAS
HDGF,SMYD1
HDGF,VEGFA
HDGF,VEGFB
HDGF,VIM
HEXIM1,CCND1
HEXIM1,VEGFA
HEY2,ACTA2
HEY2,GATA4
HEY2,GATA6
HEYL,AR
HHEX,HNF4A
HHEX,SLC5A5
HHEX,TLE1
HIC1,ACKR3
HIC1,ACKR3
HIC1,E2F1
HIC1,EPHA2
HIC1,LRP8
HIC1,MYC
HIC1,SIRT1
HIC1,SIRT1
HIC1,STAT3
HIC1,VEGFA
HIC1,VLDLR
HINFP,MBD2
HIPK2,ABCB1
HIPK2,CDKN1A
HIPK2,CTBP2
HIPK2,HIF1A
HIPK2,MEF2C
HIPK2,NOX1
HIPK2,TP53
HIPK2,VEGFA
HIPK2,VIM
HIRA,PLB1
HLF,DBP
HLF,RUNX1
HLTF,HERC2
HLTF,OCA2
HMGA1,BRCA1
HMGA1,CD44
HMGA1,CDC25A
HMGA1,CDH1
HMGA1,CRYAB
HMGA1,CXCL1
HMGA1,IL1B
HMGA1,INSR
HMGA1,INSR
HMGA1,KL
HMGA1,POU1F1
HMGA1,PTGS2
HMGA1,RAG2
HMGA1,SLC2A3
HMGA1,SP1
HMGA1,TP53
HMGA1,TWIST1
HMGA1,XPA
HNF1A,ACAT2
HNF1A,AKR1C4
HNF1A,ALB
HNF1A,APOM
HNF1A,CDH17
HNF1A,CRP
HNF1A,CSRP1
HNF1A,CYP1A2
HNF1A,FABP1
HNF1A,GPR39
HNF1A,IGFBP1
HNF1A,LCT
HNF1A,MTTP
HNF1A,MTTP
HNF1A,NT5E
HNF1A,SLC22A10
HNF1A,SLC22A9
HNF1A,SLCO1B3
HNF1A,TM4SF1
HNF1A,UGT1A1
HNF1A,UGT1A7
HNF1A,UGT2B17
HNF1A,UGT2B7
HNF1A,VEGFA
HNF1B,FXYD2
HNF1B,UMOD
HNRNPD,KLF2
HOXA1,BCL2
HOXA1,CCND1
HOXA1,EPAS1
HOXA1,IER3
HOXA1,LYL1
HOXA1,MYC
HOXA1,PCNA
HOXA11,HOXA10
HOXA9,ARHGEF1
HOXA9,CDH3
HOXA9,ID2
HOXA9,MYCN
HOXA9,NFKB1
HOXA9,RELA
HOXA9,SELE
HOXA9,SHOX
HOXA9,VCAM1
HOXB13,TCF4
HOXC8,TNFRSF11B
HR,OLR1
HSF1,ABCB1
HSF1,ATG7
HSF1,BAG3
HSF1,BAG3
HSF1,CDKN1A
HSF1,CRYGA
HSF1,CRYGB
HSF1,FKBP4
HSF1,FUT4
HSF1,GUCA2B
HSF1,HLA-G
HSF1,HOPX
HSF1,HSD17B6
HSF1,HSP90B2P
HSF1,HSPA1A
HSF1,HSPA1B
HSF1,HSPA4
HSF1,HSPA4
HSF1,IL1B
HSF1,JUN
HSF1,LDHA
HSF1,MAP3K14
HSF1,MICA
HSF1,MICB
HSF1,NAT1
HSF1,NFKB1
HSF1,POLK
HSF1,RELA
HSF1,SERPINE1
HSF1,SESN3
HSF1,STIP1
HSF1,TNF
HSF1,UBB
ID1,ZNF148
IKBKB,CD44
IKBKB,CXCL8
IKBKB,MMP9
IKBKB,NOS2
IKBKB,TP53
IKBKB,VCAM1
ILF2,ACRV1
ILF2,IL2
ILF2,ILF3
ILF3,ACRV1
ILF3,BIRC5
ILF3,HLA-DQA1
ILF3,HLA-DRA
ILF3,HLA-DRA
ILF3,HLA-DRB1
ILF3,IL2
ILF3,PLAU
ING1,AFP
ING1,BAX
ING1,CASP3
ING1,CDKN1A
ING1,FAT1
ING1,PCNA
ING1,TP53
ING4,ANGPT1
ING4,ARL6IP5
ING4,BAX
ING4,BCL2
ING4,CASP3
ING4,CCND1
ING4,CDKN1A
ING4,CDKN1B
ING4,CDKN1B
ING4,CXCL8
ING4,NGF
ING4,NTRK1
ING4,PTGS2
ING4,SKP2
ING4,SPP1
ING4,TP53
IRF3,ABCC2
IRF3,CCL2
IRF3,CCL5
IRF3,CXCL10
IRF3,IFNA1
IRF3,IFNA1
IRF3,IFNB1
IRF3,IFNB1
IRF3,IFNL1
IRF3,IRF5
IRF3,IRF7
IRF3,MAVS
IRF3,PURA
IRF3,SOCS2
IRF3,TLR3
IRF3,TLR4
IRF3,TNPO1
IRF6,NR1H4
IRF9,CCND2
IRF9,CDKN1A
IRF9,CDKN1B
IRF9,IFIT3
IRF9,IL27
IRF9,NCAM1
IRF9,PML
IRF9,SP100
JARID2,MYH6
JARID2,MYL7
JARID2,NPPA
KAT5,ERCC1
KAT5,GMPS
KAT5,HDC
KAT5,IL2
KAT5,STAT3
KCNIP3,GCM1
KCNIP3,SLC8A3
KCNIP3,TG
KDM2A,EREG
KDM2A,NANOG
KDM2A,SOX2
KDM4B,AR
KDM4B,CCNA1
KDM4B,CCND1
KDM4B,ESR1
KDM4B,WEE1
KDM4C,JAG1
KLF1,HBB
KLF1,IL12B
KLF10,CDKN1A
KLF10,EGFR
KLF10,FGFR1
KLF10,ITGAD
KLF10,PTGS1
KLF10,SERPINE1
KLF10,STMN1
KLF11,COL1A2
KLF11,INS
KLF11,INS
KLF11,PDX1
KLF12,PRL
KLF12,TFAP2A
KLF13,CCL5
KLF13,LDLR
KLF2,CCR5
KLF2,CCR7
KLF2,CDKN1A
KLF2,CXCR4
KLF2,FABP5
KLF2,IL2
KLF2,NOS3
KLF2,PPARG
KLF2,SELL
KLF2,THBD
KLF2,WEE1
KLF4,ALPI
KLF4,ATF3
KLF4,BDKRB2
KLF4,BIRC5
KLF4,CCNB1
KLF4,CCND1
KLF4,CCND1
KLF4,CD14
KLF4,CDH1
KLF4,CDH5
KLF4,CDKN1A
KLF4,CDKN1A
KLF4,CDKN1B
KLF4,CDKN1C
KLF4,CDX2
KLF4,CYP1A1
KLF4,GDF15
KLF4,GDF15
KLF4,GPA33
KLF4,HBA1
KLF4,HBA2
KLF4,HDC
KLF4,HSPA8
KLF4,IFITM3
KLF4,IL1B
KLF4,IL6
KLF4,IVL
KLF4,KRT19
KLF4,LAMA1
KLF4,LAMA3
KLF4,LXN
KLF4,MMP2
KLF4,NANOG
KLF4,ODC1
KLF4,PFKP
KLF4,RARA
KLF4,SOD1
KLF4,TAGLN
KLF4,THBD
KLF4,TP53
KLF4,TP53
KLF4,TP53
KLF4,VDR
KLF4,VEGFA
KLF4,ZNF750
KLF8,CDH1
KLF8,CDH2
KLF8,EPSTI1
KLF8,FN1
KLF8,MMP14
KLF8,MMP9
KLF8,SLC22A3
KLF8,VIM
L3MBTL1,MYC
L3MBTL1,RUNX1
LDB1,BMP7
LDB1,TCF3
LEF1,AR
LEF1,BIRC5
LEF1,CCL7
LEF1,CCND1
LEF1,CD1D
LEF1,CD1D
LEF1,CEBPA
LEF1,CHGA
LEF1,CLDN2
LEF1,CTLA4
LEF1,CTNNB1
LEF1,CYLD
LEF1,CYLD
LEF1,DSG4
LEF1,EDA
LEF1,ELANE
LEF1,ESR1
LEF1,HERC2
LEF1,MITF
LEF1,MMP7
LEF1,MYC
LEF1,MYCBP
LEF1,NRCAM
LEF1,NT5E
LEF1,OCA2
LEF1,PRL
LEF1,RAG2
LEF1,SKP2
LEF1,SNAI2
LEF1,TCF3
LEF1,TCF4
LHX4,POU1F1
LIMD1,HIF1A
LMO2,ANGPT2
LMO2,CDH1
LMO2,ELK1
LMO2,ERG
LMO2,FGF2
LMO2,GYPA
LMO2,LEF1
LMO2,LYL1
LMO2,NFATC1
LMO2,ZEB1
LRRFIP1,EGFR
LRRFIP1,TNF
MAFK,NQO1
MAML1,EGR1
MAML1,HEY1
MAML1,TNFRSF12A
MAX,BRD7
MAX,FASLG
MAX,MYC
MAX,ODC1
MAX,TERT
MAZ,CD4
MAZ,CLCNKA
MAZ,HRAS
MAZ,HTR1A
MAZ,MMP1
MAZ,MMP14
MAZ,MMP9
MAZ,TSG101
MBD1,ABCB1
MBD1,ALOX5
MBD1,IGF2
MBD1,IRF8
MBD1,MGMT
MBD1,SETDB1
MBD1,SETDB1
MBD2,ALOX5
MBD2,ADGRB1
MBD2,CHD4
MBD2,DAPK1
MBD2,GSTP1
MBD2,GSTP1
MBD2,KLK10
MBD2,MSH2
MBD2,MYOG
MBD2,NANOG
MBD2,POU5F1
MECP2,ABCB1
MECP2,ALOX5
MECP2,CCND1
MECP2,CDKL5
MECP2,DLX5
MECP2,ESR1
MECP2,ESR1
MECP2,GAD1
MECP2,IGFBP3
MECP2,MGMT
MECP2,RELN
MECP2,TFF1
MED1,AR
MED1,AURKA
MED1,SULT2A1
MED1,UBE2C
MED1,VDR
MED23,KISS1
MED23,TXNIP
MEF2D,ATF3
MEF2D,ATM
MEF2D,CD14
MEF2D,HDAC7
MEF2D,JUN
MEF2D,SOST
MEN1,BRCA1
MEN1,CASP8
MEN1,CDKN1B
MEN1,CDKN2C
MEN1,GAST
MEN1,GATA3
MEN1,JUND
MEN1,PRL
MEN1,RAD51
MEN1,RAD51AP1
MEN1,TERT
MITF,ACP5
MITF,BCL2A1
MITF,BEST1
MITF,BEST1
MITF,BIRC7
MITF,CDK2
MITF,CTSK
MITF,DCT
MITF,FOS
MITF,GPNMB
MITF,HERC2
MITF,HIF1A
MITF,HOXB4
MITF,KCNMA1
MITF,KIT
MITF,MC1R
MITF,MET
MITF,MLANA
MITF,OCA2
MITF,PMEL
MITF,PPARGC1A
MITF,PRKCB
MITF,SERPINF1
MITF,TRPM1
MITF,TRPM1
MITF,TYR
MITF,TYR
MITF,TYRP1
MITF,TYRP1
MKL1,COL1A1
MKL1,SCAI
MKL1,SRF
MKL1,TAGLN
MLLT10,BAX
MLLT10,CDKN1A
MLLT10,MDM2
MLLT3,BAX
MLLT3,CDKN1A
MLLT3,MDM2
MLLT3,SCNN1A
MTA1,ALOX15
MTA1,ARNTL
MTA1,BCAS3
MTA1,BCL2L1
MTA1,BRCA1
MTA1,CDH1
MTA1,CDKN2A
MTA1,EGFR
MTA1,EPHA2
MTA1,ESR1
MTA1,ESR1
MTA1,HDAC1
MTA1,ITGB3BP
MTA1,MMP9
MTA1,MNAT1
MTA1,MTA3
MTA1,MYC
MTA1,NOS2
MTA1,PTEN
MTA1,RNF144A
MTA1,SMAD7
MTA1,SNAI1
MTA1,SNAI2
MTA1,SUMO2
MTA1,TFF1
MTA3,CGB5
MTA3,SNAI1
MTF1,ACO1
MTF1,GCLC
MTF1,MCAT
MTF1,PGF
MTF1,PRNP
MTF1,SNCB
MTF1,SOD1
MXD4,ODC1
MZF1,PADI1
MYB,ANPEP
MYB,BCL2
MYB,BCL2
MYB,BCL2
MYB,CCNA1
MYB,CD34
MYB,CD4
MYB,CDO1
MYB,CEBPA
MYB,CLEC4G
MYB,COL1A1
MYB,COL1A2
MYB,CSF3R
MYB,CTSG
MYB,DHRS2
MYB,ELANE
MYB,ERBB2
MYB,GATA3
MYB,GSTM1
MYB,HRH1
MYB,ICAM1
MYB,IL15
MYB,IL7
MYB,KLF1
MYB,LCK
MYB,LMO2
MYB,MAT2A
MYB,MAT2A
MYB,MYB
MYB,MYC
MYB,MYC
MYB,MZF1
MYB,NMU
MYB,NR3C1
MYB,PDCD4
MYB,RAG2
MYB,SIM2
MYB,SP3
MYB,TK1
MYB,WAS
MYB,WT1
MYOCD,ACTG2
MZF1,BLMH
MZF1,CD34
MZF1,CDH2
MZF1,MMP2
MZF1,PIK3R3
MZF1,TERT
NAB1,MSLN
NAB2,BCAR1
NAB2,RBL2
NANOG,AFP
NANOG,CCND1
NANOG,CDC25A
NANOG,CDC25A
NANOG,CDK6
NANOG,CDK6
NANOG,CDX2
NANOG,CGA
NANOG,DKK1
NANOG,FGF4
NANOG,KDR
NANOG,GATA2
NANOG,GATA4
NANOG,GATA6
NANOG,GDF3
NANOG,KDR
NANOG,KLF2
NANOG,L1TD1
NANOG,LAMB1
NANOG,LXN
NANOG,MTF2
NANOG,NODAL
NANOG,POU5F1
NANOG,SEMA6A
NANOG,SOX1
NANOG,YES1
NCOA1,CDKN1A
NCOA1,EPO
NCOA3,BCL2
NCOA3,BRCA1
NCOA3,EPO
NCOA3,ERBB2
NCOA3,MMP10
NCOA3,MMP7
NCOA3,PLAC1
NCOA4,AR
NCOA4,AR
NCOA4,KLK3
NCOA4,TFF1
NCOR1,AR
NCOR1,AR
NCOR1,ESR1
NCOR1,G0S2
NCOR1,IGF1
NCOR1,IGFBP3
NCOR1,PPARG
NCOR1,SNAI2
NCOR2,AR
NCOR2,AR
NCOR2,IGF1
NCOR2,MYCN
NCOR2,NR1I2
NCOR2,PCK2
NELFB,TFF1
NELFB,TFF1
NELFCD,CCND1
NELFCD,CDKN1A
NELFCD,CTNNB1
NEUROG3,NEUROD1
NEUROG3,VSX2
NF1,AFP
NF1,DDB1
NF1,DDB2
NF1,FOS
NF1,GNRH1
NF1,HSD11B2
NF1,MBP
NF1,MSH2
NF1,MYC
NF1,PLAT
NF1,PPP2R2D
NF1,SFTPB
NF1,SP3
NF1,TP53
NFAT5,CCL2
NFAT5,CYP3A7
NFAT5,LTB
NFAT5,TNF
NFIA,CDKN1A
NFIA,PCK2
NFIB,CDKN1A
NFIB,MBP
NFIB,WFDC2
NFIX,CDKN1A
NFIX,CHI3L1
NFKB1,A2M
NFKB1,ABCA1
NFKB1,ABCB1
NFKB1,ABCB1
NFKB1,ABCB1
NFKB1,ABCG2
NFKB1,ADORA1
NFKB1,ADORA2A
NFKB1,ADORA3
NFKB1,AGER
NFKB1,AGT
NFKB1,AKT1
NFKB1,AKT2
NFKB1,ALOX5
NFKB1,ALOX5AP
NFKB1,AMH
NFKB1,AR
NFKB1,AR
NFKB1,ATF3
NFKB1,B2M
NFKB1,BACE1
NFKB1,BAX
NFKB1,BAX
NFKB1,BCL2
NFKB1,BCL2
NFKB1,BCL2
NFKB1,BCL2A1
NFKB1,BCL2A1
NFKB1,BCL2L1
NFKB1,BCL2L1
NFKB1,BCL2L1
NFKB1,BCL2L11
NFKB1,BCL3
NFKB1,BDKRB1
NFKB1,BGN
NFKB1,BHMT
NFKB1,BIRC2
NFKB1,BIRC2
NFKB1,BIRC2
NFKB1,BIRC3
NFKB1,BIRC3
NFKB1,BIRC3
NFKB1,BIRC5
NFKB1,BIRC5
NFKB1,BMP2
NFKB1,BRCA2
NFKB1,BST1
NFKB1,BTG2
NFKB1,CARD8
NFKB1,CARM1
NFKB1,CASP3
NFKB1,CASP9
NFKB1,CCK
NFKB1,CCL11
NFKB1,CCL11
NFKB1,CCL13
NFKB1,CCL19
NFKB1,CCL19
NFKB1,CCL2
NFKB1,CCL2
NFKB1,CCL20
NFKB1,CCL22
NFKB1,CCL3
NFKB1,CCL3
NFKB1,CCL4
NFKB1,CCL5
NFKB1,CCL5
NFKB1,CCNB1
NFKB1,CCNB1
NFKB1,CCND1
NFKB1,CCND1
NFKB1,CCND1
NFKB1,CCND2
NFKB1,CCR2
NFKB1,CCR3
NFKB1,CCR5
NFKB1,CCR7
NFKB1,CCR7
NFKB1,CD28
NFKB1,CD38
NFKB1,CD3G
NFKB1,CD40
NFKB1,CD40
NFKB1,CD40LG
NFKB1,CD40LG
NFKB1,CD58
NFKB1,CD69
NFKB1,CD74
NFKB1,CD80
NFKB1,CD83
NFKB1,CD83
NFKB1,CD86
NFKB1,CD86
NFKB1,CDH1
NFKB1,CDK4
NFKB1,CDKN1A
NFKB1,CEACAM1
NFKB1,CFI
NFKB1,CFLAR
NFKB1,CFLAR
NFKB1,CFLAR
NFKB1,CFTR
NFKB1,COL1A1
NFKB1,COL1A2
NFKB1,COL2A1
NFKB1,COL7A1
NFKB1,CR2
NFKB1,CREB3
NFKB1,CRHR1
NFKB1,CRMP1
NFKB1,CRP
NFKB1,CRP
NFKB1,CSF1
NFKB1,CSF1
NFKB1,CSNK2A1
NFKB1,CTCF
NFKB1,CTSB
NFKB1,CXCL1
NFKB1,CXCL1
NFKB1,CXCL10
NFKB1,CXCL10
NFKB1,CXCL12
NFKB1,CXCL2
NFKB1,CXCL5
NFKB1,CXCL8
NFKB1,CXCL8
NFKB1,CXCL8
NFKB1,CXCR2
NFKB1,CXCR2
NFKB1,CXCR4
NFKB1,CXCR4
NFKB1,CYP19A1
NFKB1,CYP1A1
NFKB1,CYP27B1
NFKB1,CYP2E1
NFKB1,CYP3A7
NFKB1,DRD2
NFKB1,E2F1
NFKB1,EBI3
NFKB1,EDN1
NFKB1,EGFR
NFKB1,EGFR
NFKB1,EGR1
NFKB1,ELF3
NFKB1,EPCAM
NFKB1,ERAP1
NFKB1,ERAP2
NFKB1,F3
NFKB1,F8
NFKB1,FAF1
NFKB1,FAS
NFKB1,FAS
NFKB1,FAS
NFKB1,FASLG
NFKB1,FASLG
NFKB1,FBP1
NFKB1,FGF7
NFKB1,FGF8
NFKB1,VEGFD
NFKB1,FLT4
NFKB1,FN1
NFKB1,FN1
NFKB1,FOXO3
NFKB1,FOXP3
NFKB1,GADD45G
NFKB1,GATA3
NFKB1,GCLC
NFKB1,GDNF
NFKB1,GFAP
NFKB1,GFAP
NFKB1,GKN2
NFKB1,GRIN1
NFKB1,GSK3A
NFKB1,GSK3B
NFKB1,GSTP1
NFKB1,HAX1
NFKB1,HBEGF
NFKB1,HDAC1
NFKB1,HDAC7
NFKB1,HES1
NFKB1,HIF1A
NFKB1,HLA-F
NFKB1,HMOX1
NFKB1,HOXA9
NFKB1,HPSE
NFKB1,HSD11B2
NFKB1,HSD11B2
NFKB1,HYAL1
NFKB1,ICAM1
NFKB1,ICAM1
NFKB1,IER3
NFKB1,IFNA1
NFKB1,IFNA1
NFKB1,IFNB1
NFKB1,IFNB1
NFKB1,IFNG
NFKB1,IFNG
NFKB1,IGF2BP2
NFKB1,IL10
NFKB1,IL10
NFKB1,IL12A
NFKB1,IL12B
NFKB1,IL12B
NFKB1,IL17A
NFKB1,IL17C
NFKB1,IL18
NFKB1,IL18
NFKB1,IL1A
NFKB1,IL1B
NFKB1,IL1B
NFKB1,IL1RN
NFKB1,IL2
NFKB1,IL2
NFKB1,IL23A
NFKB1,IL23A
NFKB1,IL2RA
NFKB1,IL4
NFKB1,IL6
NFKB1,IL6
NFKB1,IL6
NFKB1,IRF1
NFKB1,IRF1
NFKB1,IRF4
NFKB1,IRF7
NFKB1,IRF7
NFKB1,ITGAX
NFKB1,JUNB
NFKB1,KDM2A
NFKB1,KLK3
NFKB1,KLK3
NFKB1,LCN2
NFKB1,LCN2
NFKB1,LIPE
NFKB1,LPL
NFKB1,MADCAM1
NFKB1,MAT2A
NFKB1,MCL1
NFKB1,MCL1
NFKB1,MCL1
NFKB1,MGMT
NFKB1,MICA
NFKB1,MIF
NFKB1,MMP1
NFKB1,MMP1
NFKB1,MMP13
NFKB1,MMP14
NFKB1,MMP2
NFKB1,MMP3
NFKB1,MMP9
NFKB1,MMP9
NFKB1,MMP9
NFKB1,MUC17
NFKB1,MUC2
NFKB1,MUC5AC
NFKB1,MUC5B
NFKB1,MUC6
NFKB1,MYC
NFKB1,MYC
NFKB1,MYC
NFKB1,NAMPT
NFKB1,NCAM1
NFKB1,NCOR1
NFKB1,NCOR2
NFKB1,NFKB1
NFKB1,NFKBIA
NFKB1,NFKBIA
NFKB1,NFKBIA
NFKB1,NFKBIZ
NFKB1,NLRP2
NFKB1,NOD2
NFKB1,NOLC1
NFKB1,NOS1
NFKB1,NOS2
NFKB1,NOS2
NFKB1,NOS3
NFKB1,NOX4
NFKB1,NOX5
NFKB1,NPPB
NFKB1,NRF1
NFKB1,OLFM4
NFKB1,OLR1
NFKB1,OPRM1
NFKB1,OPTN
NFKB1,PCYT2
NFKB1,PDE7A
NFKB1,PDK4
NFKB1,PGLYRP2
NFKB1,PIGR
NFKB1,PLA2G2A
NFKB1,PLAU
NFKB1,PLAUR
NFKB1,PLAUR
NFKB1,PLIN1
NFKB1,POU2F2
NFKB1,PPIG
NFKB1,PROX1
NFKB1,PSMB10
NFKB1,PSMB9
NFKB1,PTAFR
NFKB1,PTEN
NFKB1,PTEN
NFKB1,PTGDS
NFKB1,PTGER4
NFKB1,PTGES
NFKB1,PTGFR
NFKB1,PTGS2
NFKB1,PTGS2
NFKB1,PTGS2
NFKB1,PTHLH
NFKB1,PTPN13
NFKB1,PTPN6
NFKB1,REPS2
NFKB1,RGS4
NFKB1,RIPK2
NFKB1,RRM2B
NFKB1,S100A6
NFKB1,SAA1
NFKB1,SDC1
NFKB1,SELE
NFKB1,SELE
NFKB1,SERPINA3
NFKB1,SERPINB1
NFKB1,SERPINE1
NFKB1,SERPINE1
NFKB1,SFTPA1
NFKB1,SLC25A27
NFKB1,SLC9A2
NFKB1,SNAI1
NFKB1,SNAI1
NFKB1,SOCS3
NFKB1,SOD2
NFKB1,SOD2
NFKB1,SQSTM1
NFKB1,STAT4
NFKB1,STK39
NFKB1,TAP1
NFKB1,TAP2
NFKB1,TAPBP
NFKB1,TBP
NFKB1,TBX21
NFKB1,TERT
NFKB1,TF
NFKB1,TF
NFKB1,TFF1
NFKB1,TFF3
NFKB1,TFF3
NFKB1,TFPI2
NFKB1,TGFB1
NFKB1,THBD
NFKB1,TIMP1
NFKB1,TIMP1
NFKB1,TLR2
NFKB1,TLR3
NFKB1,TLR3
NFKB1,TLR7
NFKB1,TLR9
NFKB1,TNC
NFKB1,TNF
NFKB1,TNF
NFKB1,TNFAIP3
NFKB1,TNFAIP3
NFKB1,TNFRSF10A
NFKB1,TNFRSF10B
NFKB1,TNFRSF10B
NFKB1,TNFRSF13C
NFKB1,TNFRSF9
NFKB1,TNFSF10
NFKB1,TNFSF10
NFKB1,TNFSF10
NFKB1,TNFSF13B
NFKB1,TNFSF14
NFKB1,TNIP3
NFKB1,TP53
NFKB1,TRAF1
NFKB1,TRAF1
NFKB1,TRAF2
NFKB1,TRAF2
NFKB1,TRAF2
NFKB1,TRIM21
NFKB1,TRPC1
NFKB1,TSLP
NFKB1,UPP1
NFKB1,VCAM1
NFKB1,VCAM1
NFKB1,VEGFA
NFKB1,VEGFA
NFKB1,VEGFA
NFKB1,VWF
NFKB1,WT1
NFKB1,XIAP
NFKB1,XIAP
NFKB1,XIAP
NFKB1,YY1
NFKB1,YY1
NFKBIB,IFNB1
NFRKB,JUN
NFYA,ABCB1
NFYA,CBS
NFYA,CCND2
NFYA,CDKN1B
NFYA,CYP2A6
NFYA,DDIT3
NFYA,FAS
NFYA,FXR2
NFYA,GADD45A
NFYA,GADD45A
NFYA,GFI1B
NFYA,HBB
NFYA,HOXB4
NFYA,HOXB7
NFYA,HSPA5
NFYA,LPIN1
NFYA,OGG1
NFYA,OGG1
NFYA,SOX18
NFYA,SOX3
NFYA,SP3
NFYA,STK11
NFYB,ABCB1
NFYB,CCND2
NFYB,CDKN1B
NFYB,FAS
NFYB,FOS
NFYB,FXR2
NFYB,GFI1B
NFYB,HBB
NFYB,HOXB7
NFYB,LPIN1
NFYB,SOX18
NFYB,SOX3
NFYB,STK11
NFYB,TPH1
NFYC,ABCB1
NFYC,CCND2
NFYC,CDKN1B
NFYC,FAS
NFYC,FDPS
NFYC,FOS
NFYC,FXR2
NFYC,GFI1B
NFYC,HBB
NFYC,HOXB7
NFYC,LPIN1
NFYC,SOX18
NFYC,SOX3
NHLH2,ASCL1
NHLH2,ASCL1
NHLH2,HES1
NHLH2,MAOA
NONO,MIA
NOTCH3,APOD
NOTCH3,ASPH
NOTCH3,HES1
NPAS2,CRY1
NPAS2,CRY2
NPAS2,PER1
NPAS2,PER2
NPM1,ATF5
NPM1,BRD4
NPM1,CCND1
NPM1,CDKN1A
NPM1,DNMT1
NPM1,ELF4
NPM1,MDM2
NPM1,PTPN6
NPM1,RPL3
NPM1,TAF1A
NPM1,USP7
NR0B1,AMH
NR0B1,CAMP
NR0B1,CYP17A1
NR0B1,CYP19A1
NR0B1,ESRRG
NR0B1,NOS1
NR0B1,NR1H4
NR0B1,NR5A1
NR0B1,PBX1
NR0B1,STAR
NR1H2,ABCA1
NR1H2,ABCG1
NR1H2,ABCG4
NR1H4,ABCB11
NR1H4,ABCB4
NR1H4,ABCC4
NR1H4,CYP7A1
NR1H4,DCN
NR1H4,EDN1
NR1H4,FABP6
NR1H4,HSD3B2
NR1H4,INS
NR1H4,KLF11
NR1H4,KRT13
NR1H4,NFKB1
NR1H4,NR1I2
NR1H4,PLTP
NR1H4,RELA
NR1H4,SCARB1
NR1H4,SLCO1B3
NR1H4,STK11
NR1H4,UGT2B4
NR1H4,VEGFA
NR1I2,ABCB1
NR1I2,BCL2
NR1I2,BCL2L1
NR1I2,CCL2
NR1I2,CORO1C
NR1I2,CYP2B6
NR1I2,CYP2C8
NR1I2,CYP2C9
NR1I2,CYP3A4
NR1I2,CYP3A4
NR1I2,CYP4F12
NR1I2,FGF19
NR1I2,FOSL1
NR1I2,HP
NR1I2,IL10
NR1I2,KLF6
NR1I2,NFKB1
NR1I2,NOD1
NR1I2,NOD2
NR1I2,PTAFR
NR1I2,RAB3A
NR1I2,RELA
NR1I2,RXRA
NR1I2,THBS1
NR1I2,THRSP
NR1I2,TNFRSF12A
NR1I2,UGT1A1
NR1I3,CYP2B6
NR1I3,CYP2B6
NR1I3,CYP2C9
NR1I3,UGT1A1
NR1I3,UGT1A1
NR2C2,LHCGR
NR2C2,OXT
NR2F1,APOA2
NR2F1,APOB
NR2F1,APOC3
NR2F1,CYP17A1
NR2F1,CYP19A1
NR2F1,DR1
NR2F1,LHCGR
NR2F1,MTTP
NR2F1,SERPINC1
NR2F6,APOA2
NR2F6,APOB
NR2F6,APOC3
NR2F6,CYP19A1
NR2F6,LHCGR
NR3C1,ATF2
NR3C1,ATP1B1
NR3C1,ATP1B1
NR3C1,BAD
NR3C1,BAX
NR3C1,BGLAP
NR3C1,BRCA1
NR3C1,CALD1
NR3C1,CCND1
NR3C1,CCND3
NR3C1,CDK4
NR3C1,CDK6
NR3C1,CDKN1A
NR3C1,CSF1R
NR3C1,CYP19A1
NR3C1,ELK1
NR3C1,ETS1
NR3C1,HRH1
NR3C1,HSD11B2
NR3C1,MAOA
NR3C1,MUC4
NR3C1,NFKB1
NR3C1,NR1I2
NR3C1,NR3C1
NR3C1,PNRC1
NR3C1,PPIG
NR3C1,RLN1
NR3C1,RLN2
NR3C1,RPS6KA3
NR3C1,S100P
NR3C1,SCNN1A
NR3C1,SLC10A2
NR3C1,SPP1
NR3C1,SRF
NR3C1,STAT1
NR3C1,TAT
NR3C1,TP53
NR3C1,UGT1A1
NR3C1,UGT1A1
NR3C2,ATP1B1
NR3C2,ATP1B1
NR3C2,CABIN1
NR3C2,CCR5
NR3C2,CCR6
NR3C2,CD40
NR3C2,EGFR
NR3C2,LCN2
NRF1,CAPNS1
NRF1,COX6A1
NRF1,CXCR4
NRF1,FMR1
NRF1,FMR1
NRF1,FXR2
NRF1,GALNT3
NRF1,IDE
NRF1,NQO1
NRF1,PRDX3
NRF1,PRDX5
NRF1,SDHB
NRF1,SLC46A1
NRF1,SNRPN
NRF1,SPAST
NRF1,TOMM34
NRL,NR2E3
NRL,PDE6B
NRL,RBP3
NRL,RHO
NRL,RHO
OLIG2,LGR5
PBX2,EMX2
PBX2,FMO3
PBX2,MEIS1
PBX2,PF4
PBX2,UGT2B17
PBX2,VCP
PCBD1,FXYD2
PCGF2,HOXA7
PCGF2,HOXA7
PCGF2,ZEB1
PCGF2,ZEB2
PDCD11,FASLG
PHB2,ARNT
PHB2,BTG2
PHF10,CASP3
PHF8,CDC20
PHOX2B,ALK
PHOX2B,DBH
PHOX2B,DBH
PHOX2B,MSX1
PHOX2B,PHOX2A
PHOX2B,TLX2
PHOX2B,TLX2
PIAS1,CYP17A1
PIAS1,FABP2
PIAS1,MUC1
