Gene Symbols,20-29,30-39,40-49,50-59,60-69,70-79
AC093627.10,0.986636120656739,0.236158839251623,0.329652963387213,0.360531030634123,0.407915985953843,0.308285605192822
RP11-90P13.1,0.130807633464852,0.0959215717851679,0.256309776238917,0.250269438267667,0.250396998781613,0.351340687656011
AC093627.11,0,0,0.0556022408963585,0.0273647920706744,0.0547799765067317,0
AC093627.12,0,0.556089743589744,0.190625,0.205128205128205,0.185059966914806,0.31525641025641
FAM20C,0.904919283081225,0.235871361382992,0.415863734587517,0.353744463239824,0.380313122325325,0.410458878861065
AC145676.2,0.411331444759207,0.313125590179415,0.23367327667611,0.262511803588291,0.224422411079635,0.455939565627951
WI2-2373I1.1,0,0,0.192888888888889,0.114951989026063,0.0744119558154646,0.0885925925925926
AC226118.1,0.19960765080922,0.518391368317803,0.431829328102011,0.269467603945289,0.257795030797749,0.141147621383031
AC147651.1,0,0.297539149888143,0.177740492170022,0.157034551329853,0.178266990665741,0.0432885906040268
PDGFA,0.560802883897528,0.202118128879503,0.359785651140358,0.319706238095351,0.336630096532829,0.18190204987095
HRAT92,0.502029083530605,0.542927798444369,0.349239093676023,0.265329287691479,0.284501708395042,0.335458234697328
PRKAR1B,NA,0.342517593548734,0.280615162385918,0.286710180481855,0.295477655533633,0.166217998842019
AC147651.5,0.293348712033833,0.473471741637832,0.26320645905421,0.23357113360958,0.228260252992229,0.198000768935025
AC147651.4,0.139961254457141,0.149184378246343,0.27042142796979,0.277883033382935,0.243678994696307,0.243366931521464
DNAAF5,0.694132334581773,0.340901997503121,0.58935011790817,0.45167290886392,0.522477026667485,0.676225031210986
SUN1,0.710367449488781,0.48583243186656,0.46654879746271,0.38340060407967,0.422083237752113,0.43867117981645
GET4,0.505065901551152,0.3478884605039,0.409180722011351,0.359136440235696,0.348882091563984,0.478747123344989
RP11-449P15.2,0.327383632865272,0.232338532498192,0.373243632956246,0.281933715634129,0.325955194124605,0.403447005362918
ADAP1,0.873709468632589,0.498153000978751,0.480695089052365,0.513356438024136,0.517104097977397,0.406194550563571
COX19,0.982616757445822,0.289894541661838,0.449646540734732,0.365070379846136,0.380401422061391,0.405145439796037
CYP2W1,NA,0.119639794168096,0.455403087478559,0.242281303602058,0.236313021961027,0.326072041166381
C7orf50,0.649034303833958,0.479406889593543,0.6389649594824,0.466409628134909,0.481167507053103,0.603677212453156
MIR339,0.741930329178651,0.189837008628955,0.0987855544902525,0.139261744966443,0.189449707763893,0.223713646532438
