GeneA,GeneB
IRF8,CYBB
IRF8,GAS2
IRF8,IL10
IRF8,IL12A
IRF8,IL1B
IRF8,NCF2
IRF8,NF1
IRF8,TLR3
IRF8,TLR4
JUNB,APOM
JUNB,CD82
JUNB,CDKN1A
JUNB,CDKN2A
JUNB,CLU
JUNB,EGFR
JUNB,IL1B
JUNB,IL3
JUNB,IL4
JUNB,IVL
JUNB,LOR
JUNB,NQO1
JUNB,PTGS2
JUNB,SFTPD
JUNB,SMAD4
JUND,BCL6
JUND,BCL6
JUND,CCL5
JUND,CCND1
JUND,CCR4
JUND,CD40LG
JUND,CDKN1A
JUND,CLU
JUND,CSTA
JUND,ERBB2
JUND,F3
JUND,FGFBP1
JUND,FOSL1
JUND,GADD45A
JUND,GAST
JUND,GCLC
JUND,IL3
JUND,IL5
JUND,IL6
JUND,ITGAV
JUND,ITGB3
JUND,IVL
JUND,MDM2
JUND,MDM2
JUND,MYB
JUND,MYB
JUND,MYB
JUND,NOS2
JUND,NQO1
JUND,NQO2
JUND,NTS
JUND,PLAT
JUND,PLAUR
JUND,PTGS2
JUND,SFTPD
JUND,SOX4
JUND,TGFB1
JUND,TIMP1
KAT2B,CDK2
KAT2B,CDKN1A
KAT2B,CDKN1B
KAT2B,CLOCK
KAT2B,CYP1B1
KAT2B,IRF7
KAT2B,LIN28A
KAT2B,NPAS2
KAT2B,RB1
KAT2B,SMAD4
KAT2B,TP73
KAT2B,YY1
KAT2B,ZEB1
KAT5,ERCC1
KAT5,GMPS
KAT5,HDC
KAT5,IL2
KAT5,STAT3
KAT6A,HOXA9
KDM2A,EREG
KDM2A,NANOG
KDM2A,SOX2
KDM4C,JAG1
KHDRBS1,AR
KHDRBS1,IGF2
KHDRBS1,LEP
KHSRP,RPL3
KLF10,CDKN1A
KLF10,EGFR
KLF10,FGFR1
KLF10,ITGAD
KLF10,PTGS1
KLF10,SERPINE1
KLF10,STMN1
KLF11,COL1A2
KLF11,INS
KLF11,INS
KLF11,PDX1
KLF2,CCR5
KLF2,CCR7
KLF2,CDKN1A
KLF2,CXCR4
KLF2,FABP5
KLF2,IL2
KLF2,NOS3
KLF2,PPARG
KLF2,SELL
KLF2,THBD
KLF2,WEE1
KLF3,HBE1
KLF3,HBG1
KLF3,CKM
KLF4,ALPI
KLF4,ATF3
KLF4,BDKRB2
KLF4,BIRC5
KLF4,CCNB1
KLF4,CCND1
KLF4,CCND1
KLF4,CD14
KLF4,CDH1
KLF4,CDH5
KLF4,CDKN1A
KLF4,CDKN1A
KLF4,CDKN1B
KLF4,CDKN1C
KLF4,CDX2
KLF4,CYP1A1
KLF4,GDF15
KLF4,GDF15
KLF4,GPA33
KLF4,HBA1
KLF4,HBA2
KLF4,HDC
KLF4,HSPA8
KLF4,IFITM3
KLF4,IL1B
KLF4,IL6
KLF4,IVL
KLF4,KRT19
KLF4,LAMA1
KLF4,LAMA3
KLF4,LXN
KLF4,MMP2
KLF4,NANOG
KLF4,ODC1
KLF4,PFKP
KLF4,RARA
KLF4,SOD1
KLF4,TAGLN
KLF4,THBD
KLF4,TP53
KLF4,TP53
KLF4,TP53
KLF4,VDR
KLF4,VEGFA
KLF4,ZNF750
KLF6,ASAH1
KLF6,ATF3
KLF6,CCND1
KLF6,CDH1
KLF6,CDKN1A
KLF6,CDKN1A
KLF6,CERS2
KLF6,CGB5
KLF6,DAPK2
KLF6,IGF1R
KLF6,KRT12
KLF6,LAMA1
KLF6,MMP9
KLF6,NOS2
KLF6,NOS2
KLF6,PMAIP1
KLF6,PSG3
KLF6,PSG5
KLF6,PSG5
KLF6,PTTG1
KLF6,TFPI2
KLF6,TXNIP
LDB1,BMP7
LDB1,TCF3
LHX3,FSHB
LHX3,FSHB
LMO2,ANGPT2
LMO2,CDH1
LMO2,ELK1
LMO2,ERG
LMO2,FGF2
LMO2,GYPA
LMO2,LEF1
LMO2,LYL1
LMO2,NFATC1
LMO2,ZEB1
LMO4,BMP7
LMO4,BMP7
LMO4,BRCA1
LMO4,DLG4
LMO4,ESR1
LMO4,MTA1
MAFF,OXTR
MAFK,NQO1
MAX,BRD7
MAX,FASLG
MAX,MYC
MAX,ODC1
MAX,TERT
MAZ,CD4
MAZ,CLCNKA
MAZ,HRAS
MAZ,MMP1
MAZ,MMP14
MAZ,MMP9
MAZ,TSG101
MBD1,ABCB1
MBD1,ALOX5
MBD1,IGF2
MBD1,IRF8
MBD1,MGMT
MBD1,SETDB1
MBD1,SETDB1
MBD2,ALOX5
MBD2,ADGRB1
MBD2,CHD4
MBD2,DAPK1
MBD2,GSTP1
MBD2,GSTP1
MBD2,KLK10
MBD2,MSH2
MBD2,MYOG
MBD2,NANOG
MBD2,POU5F1
MCM5,STAT1
MDM4,TP53
MECP2,ABCB1
MECP2,ALOX5
MECP2,CCND1
MECP2,CDKL5
MECP2,DLX5
MECP2,ESR1
MECP2,ESR1
MECP2,GAD1
MECP2,IGFBP3
MECP2,MGMT
MECP2,RELN
MECP2,TFF1
MED15,NCF2
MEF2D,ATF3
MEF2D,ATM
MEF2D,CD14
MEF2D,HDAC7
MEF2D,JUN
MEF2D,SOST
MEN1,BRCA1
MEN1,CASP8
MEN1,CDKN1B
MEN1,CDKN2C
MEN1,GAST
MEN1,GATA3
MEN1,JUND
MEN1,PRL
MEN1,RAD51
MEN1,RAD51AP1
MEN1,TERT
MKL1,COL1A1
MKL1,SCAI
MKL1,SRF
MKL1,TAGLN
MLLT10,BAX
MLLT10,CDKN1A
MLLT10,MDM2
MLX,ODC1
MTA1,ALOX15
MTA1,ARNTL
MTA1,BCAS3
MTA1,BCL2L1
MTA1,BRCA1
MTA1,CDH1
MTA1,CDKN2A
MTA1,EGFR
MTA1,EPHA2
MTA1,ESR1
MTA1,ESR1
MTA1,HDAC1
MTA1,ITGB3BP
MTA1,MMP9
MTA1,MNAT1
MTA1,MTA3
MTA1,MYC
MTA1,NOS2
MTA1,PTEN
MTA1,RNF144A
MTA1,SMAD7
MTA1,SNAI1
MTA1,SNAI2
MTA1,SUMO2
MTA1,TFF1
MTA2,CDH1
MTF1,ACO1
MTF1,GCLC
MTF1,MCAT
MTF1,PGF
MTF1,PRNP
MTF1,SNCB
MTF1,SOD1
MXD1,ODC1
MXD1,PTEN
MXD1,TERT
MXD1,TERT
MXD1,TERT
MXD4,ODC1
MZF1,PADI1
MXI1,MYC
MXI1,MYCN
MZF1,BLMH
MZF1,CD34
MZF1,CDH2
MZF1,MMP2
MZF1,PIK3R3
MZF1,TERT
NAB2,BCAR1
NAB2,RBL2
NCOA1,CDKN1A
NCOA1,EPO
NCOA2,AR
NCOA3,BCL2
NCOA3,BRCA1
NCOA3,EPO
NCOA3,ERBB2
NCOA3,MMP10
NCOA3,MMP7
NCOA3,PLAC1
NCOA4,AR
NCOA4,AR
NCOA4,KLK3
NCOA4,TFF1
NCOA6,CYP2C9
NCOA6,CYP3A4
NCOA6,FOS
NCOA6,HSF1
NCOR1,AR
NCOR1,AR
NCOR1,ESR1
NCOR1,G0S2
NCOR1,IGF1
NCOR1,IGFBP3
NCOR1,PPARG
NCOR1,SNAI2
NCOR2,AR
NCOR2,AR
NCOR2,IGF1
NCOR2,MYCN
NCOR2,NR1I2
NCOR2,PCK2
NELFB,TFF1
NELFB,TFF1
NELFCD,CCND1
NELFCD,CDKN1A
NELFCD,CTNNB1
NF1,AFP
NF1,DDB1
NF1,DDB2
NF1,FOS
NF1,GNRH1
NF1,HSD11B2
NF1,MBP
NF1,MSH2
NF1,MYC
NF1,PLAT
NF1,PPP2R2D
NF1,SFTPB
NF1,SP3
NF1,TP53
NFE2L1,CDK11B
NFE2L1,NQO1
NFE2L2,BRCA1
NFE2L2,CAT
NFE2L2,CFTR
NFE2L2,CFTR
NFE2L2,CXCL8
NFE2L2,GCLC
NFE2L2,GCLC
NFE2L2,GSS
NFE2L2,GSTA1
NFE2L2,GSTA1
NFE2L2,HBB
NFE2L2,HMOX1
NFE2L2,HMOX1
NFE2L2,HMOX1
NFE2L2,KRT16
NFE2L2,MTHFR
NFE2L2,NQO1
NFE2L2,NQO1
NFE2L2,NQO1
NFE2L2,SDHB
NFE2L2,SOD1
NFE2L2,SOD2
NFE2L2,UGT2B7
NFIA,CDKN1A
NFIA,PCK2
NFIC,FHL5
NFIC,ALAS1
NFIC,C4BPB
NFIC,CCL2
NFIC,COL18A1
NFIC,COL1A1
NFIC,CYP17A1
NFIC,CYP17A1
NFIC,CYP1A1
NFIC,FABP7
NFIC,GFAP
NFIC,GTF3C1
NFIC,GTF3C2
NFIC,HGF
NFIC,HMGB1
NFIC,HSD11B2
NFIC,IRS2
NFIC,ITGA5
NFIC,JUN
NFIC,MATN1
NFIC,POLD2
NFIC,POLE2
NFIC,SLC34A2
NFIC,SMUG1
NFIC,TFPI2
NFIC,VWF
NFIL3,APP
NFIL3,AREG
NFIL3,EREG
NFIL3,HPGD
NFIL3,IFNG
NFIL3,IL1B
NFIL3,PGR
NFIL3,PTGS2
NFIL3,TNFSF10
NFIL3,VWF
NFIX,CDKN1A
NFIX,CHI3L1
NFKB1,A2M
NFKB1,ABCA1
NFKB1,ABCB1
NFKB1,ABCB1
NFKB1,ABCB1
NFKB1,ABCG2
NFKB1,ADORA1
NFKB1,ADORA2A
NFKB1,ADORA3
NFKB1,AGER
NFKB1,AGT
NFKB1,AKT1
NFKB1,AKT2
NFKB1,ALOX5
NFKB1,ALOX5AP
NFKB1,AMH
NFKB1,AR
NFKB1,AR
NFKB1,ATF3
NFKB1,B2M
NFKB1,BACE1
NFKB1,BAX
NFKB1,BAX
NFKB1,BCL2
NFKB1,BCL2
NFKB1,BCL2
NFKB1,BCL2A1
NFKB1,BCL2A1
NFKB1,BCL2L1
NFKB1,BCL2L1
NFKB1,BCL2L1
NFKB1,BCL2L11
NFKB1,BCL3
NFKB1,BDKRB1
NFKB1,BGN
NFKB1,BHMT
NFKB1,BIRC2
NFKB1,BIRC2
NFKB1,BIRC2
NFKB1,BIRC3
NFKB1,BIRC3
NFKB1,BIRC3
NFKB1,BIRC5
NFKB1,BIRC5
NFKB1,BMP2
NFKB1,BRCA2
NFKB1,BST1
NFKB1,BTG2
NFKB1,CARD8
NFKB1,CARM1
NFKB1,CASP3
NFKB1,CASP9
NFKB1,CCK
NFKB1,CCL11
NFKB1,CCL11
NFKB1,CCL13
NFKB1,CCL19
NFKB1,CCL19
NFKB1,CCL2
NFKB1,CCL2
NFKB1,CCL20
NFKB1,CCL22
NFKB1,CCL3
NFKB1,CCL3
NFKB1,CCL4
NFKB1,CCL5
NFKB1,CCL5
NFKB1,CCNB1
NFKB1,CCNB1
NFKB1,CCND1
NFKB1,CCND1
NFKB1,CCND1
NFKB1,CCND2
NFKB1,CCR2
NFKB1,CCR3
NFKB1,CCR5
NFKB1,CCR7
NFKB1,CCR7
NFKB1,CD28
NFKB1,CD38
NFKB1,CD3G
NFKB1,CD40
NFKB1,CD40
NFKB1,CD40LG
NFKB1,CD40LG
NFKB1,CD58
NFKB1,CD69
NFKB1,CD74
NFKB1,CD80
NFKB1,CD83
NFKB1,CD83
NFKB1,CD86
NFKB1,CD86
NFKB1,CDH1
NFKB1,CDK4
NFKB1,CDKN1A
NFKB1,CEACAM1
NFKB1,CFI
NFKB1,CFLAR
NFKB1,CFLAR
NFKB1,CFLAR
NFKB1,CFTR
NFKB1,COL1A1
NFKB1,COL1A2
NFKB1,COL2A1
NFKB1,COL7A1
NFKB1,CR2
NFKB1,CREB3
NFKB1,CRHR1
NFKB1,CRMP1
NFKB1,CRP
NFKB1,CRP
NFKB1,CSF1
NFKB1,CSF1
NFKB1,CSF2
NFKB1,CSNK2A1
NFKB1,CTCF
NFKB1,CTSB
NFKB1,CXCL1
NFKB1,CXCL1
NFKB1,CXCL10
NFKB1,CXCL10
NFKB1,CXCL12
NFKB1,CXCL2
NFKB1,CXCL5
NFKB1,CXCL8
NFKB1,CXCL8
NFKB1,CXCL8
NFKB1,CXCR2
NFKB1,CXCR2
NFKB1,CXCR4
NFKB1,CXCR4
NFKB1,CYP19A1
NFKB1,CYP1A1
NFKB1,CYP27B1
NFKB1,CYP2E1
NFKB1,CYP3A7
NFKB1,DEFB4A
NFKB1,DRD2
NFKB1,E2F1
NFKB1,EBI3
NFKB1,EDN1
NFKB1,EGFR
NFKB1,EGFR
NFKB1,EGR1
NFKB1,ELF3
NFKB1,EPCAM
NFKB1,ERAP1
NFKB1,ERAP2
NFKB1,F3
NFKB1,F8
NFKB1,FAF1
NFKB1,FAS
NFKB1,FAS
NFKB1,FAS
NFKB1,FASLG
NFKB1,FASLG
NFKB1,FBP1
NFKB1,FGF7
NFKB1,FGF8
NFKB1,VEGFD
NFKB1,FLT4
NFKB1,FN1
NFKB1,FN1
NFKB1,FOXO3
NFKB1,FOXP3
NFKB1,GADD45G
NFKB1,GATA3
NFKB1,GCLC
NFKB1,GDNF
NFKB1,GFAP
NFKB1,GFAP
NFKB1,GKN2
NFKB1,GRIN1
NFKB1,GSK3A
NFKB1,GSK3B
NFKB1,GSTP1
NFKB1,HAX1
NFKB1,HBEGF
NFKB1,HDAC1
NFKB1,HDAC7
NFKB1,HES1
NFKB1,HIF1A
NFKB1,HLA-F
NFKB1,HMOX1
NFKB1,HOXA9
NFKB1,HPSE
NFKB1,HSD11B2
NFKB1,HSD11B2
NFKB1,HYAL1
NFKB1,ICAM1
NFKB1,ICAM1
NFKB1,IER3
NFKB1,IFNB1
NFKB1,IFNB1
NFKB1,IFNG
NFKB1,IFNG
NFKB1,IGF2BP2
NFKB1,IL10
NFKB1,IL10
NFKB1,IL12A
NFKB1,IL12B
NFKB1,IL12B
NFKB1,IL17A
NFKB1,IL17C
NFKB1,IL18
NFKB1,IL18
NFKB1,IL1A
NFKB1,IL1B
NFKB1,IL1B
NFKB1,IL1RN
NFKB1,IL2
NFKB1,IL2
NFKB1,IL21
NFKB1,IL23A
NFKB1,IL23A
NFKB1,IL2RA
NFKB1,IL4
NFKB1,IL6
NFKB1,IL6
NFKB1,IL6
NFKB1,IRF1
NFKB1,IRF1
NFKB1,IRF4
NFKB1,IRF7
NFKB1,IRF7
NFKB1,ITGAX
NFKB1,JUNB
NFKB1,KDM2A
NFKB1,KLK3
NFKB1,KLK3
NFKB1,LCN2
NFKB1,LCN2
NFKB1,LIPE
NFKB1,LPL
NFKB1,MADCAM1
NFKB1,MAT2A
NFKB1,MCL1
NFKB1,MCL1
NFKB1,MCL1
NFKB1,MGMT
NFKB1,MICA
NFKB1,MIF
NFKB1,MMP1
NFKB1,MMP1
NFKB1,MMP13
NFKB1,MMP14
NFKB1,MMP2
NFKB1,MMP3
NFKB1,MMP9
NFKB1,MMP9
NFKB1,MMP9
NFKB1,MUC17
NFKB1,MUC2
NFKB1,MUC5AC
NFKB1,MUC5B
NFKB1,MUC6
NFKB1,MYC
NFKB1,MYC
NFKB1,MYC
NFKB1,NAMPT
NFKB1,NCAM1
NFKB1,NCOR1
NFKB1,NCOR2
NFKB1,NFKB1
NFKB1,NFKBIA
NFKB1,NFKBIA
NFKB1,NFKBIA
NFKB1,NFKBIZ
NFKB1,NLRP2
NFKB1,NOD2
NFKB1,NOLC1
NFKB1,NOS1
NFKB1,NOS2
NFKB1,NOS2
NFKB1,NOS3
NFKB1,NOX4
NFKB1,NOX5
NFKB1,NPPB
NFKB1,NRF1
NFKB1,OLFM4
NFKB1,OLR1
NFKB1,OPRM1
NFKB1,OPTN
NFKB1,PCYT2
NFKB1,PDE7A
NFKB1,PDK4
NFKB1,PGLYRP2
NFKB1,PIGR
NFKB1,PLA2G2A
NFKB1,PLAU
NFKB1,PLAUR
NFKB1,PLAUR
NFKB1,PLIN1
NFKB1,POU2F2
NFKB1,PPIG
NFKB1,PROX1
NFKB1,PSMB10
NFKB1,PSMB9
NFKB1,PTAFR
NFKB1,PTEN
NFKB1,PTEN
NFKB1,PTGDS
NFKB1,PTGER4
NFKB1,PTGES
NFKB1,PTGFR
NFKB1,PTGS2
NFKB1,PTGS2
NFKB1,PTGS2
NFKB1,PTHLH
NFKB1,PTPN13
NFKB1,PTPN6
NFKB1,REPS2
NFKB1,RGS4
NFKB1,RIPK2
NFKB1,RRM2B
NFKB1,S100A6
NFKB1,SAA1
NFKB1,SDC1
NFKB1,SELE
NFKB1,SELE
NFKB1,SERPINA3
NFKB1,SERPINB1
NFKB1,SERPINE1
NFKB1,SERPINE1
NFKB1,SFTPA1
NFKB1,SLC25A27
NFKB1,SLC9A2
NFKB1,SNAI1
NFKB1,SNAI1
NFKB1,SOCS3
NFKB1,SOD2
NFKB1,SOD2
NFKB1,SQSTM1
NFKB1,STAT4
NFKB1,STK39
NFKB1,TAP1
NFKB1,TAP2
NFKB1,TAPBP
NFKB1,TBP
NFKB1,TBX21
NFKB1,TERT
NFKB1,TF
NFKB1,TF
NFKB1,TFF1
NFKB1,TFF3
NFKB1,TFF3
NFKB1,TFPI2
NFKB1,TGFB1
NFKB1,THBD
NFKB1,TIMP1
NFKB1,TIMP1
NFKB1,TLR2
NFKB1,TLR3
NFKB1,TLR3
NFKB1,TLR7
NFKB1,TLR9
NFKB1,TNC
NFKB1,TNF
NFKB1,TNF
NFKB1,TNFAIP3
NFKB1,TNFAIP3
NFKB1,TNFRSF10A
NFKB1,TNFRSF10B
NFKB1,TNFRSF10B
NFKB1,TNFRSF13C
NFKB1,TNFRSF9
NFKB1,TNFSF10
NFKB1,TNFSF10
NFKB1,TNFSF10
NFKB1,TNFSF13B
NFKB1,TNFSF14
NFKB1,TNIP3
NFKB1,TP53
NFKB1,TRAF1
NFKB1,TRAF1
NFKB1,TRAF2
NFKB1,TRAF2
NFKB1,TRAF2
NFKB1,TRIM21
NFKB1,TRPC1
NFKB1,TSLP
NFKB1,UPP1
NFKB1,VCAM1
NFKB1,VCAM1
NFKB1,VEGFA
NFKB1,VEGFA
NFKB1,VEGFA
NFKB1,VWF
NFKB1,WT1
NFKB1,XIAP
NFKB1,XIAP
NFKB1,XIAP
NFKB1,YY1
NFKB1,YY1
NFKB2,CCL21
NFKB2,CCND2
NFKB2,CDK6
NFKB2,HIF1A
NFKB2,SELP
NFKB2,SND1
NFKBIB,IFNB1
NFRKB,JUN
NFYA,ABCB1
NFYA,CBS
NFYA,CCND2
NFYA,CDKN1B
NFYA,CYP2A6
NFYA,DDIT3
NFYA,FAS
NFYA,FXR2
NFYA,GADD45A
NFYA,GADD45A
NFYA,GFI1B
NFYA,HBB
NFYA,HOXB4
NFYA,HOXB7
NFYA,HSPA5
NFYA,LPIN1
NFYA,OGG1
NFYA,OGG1
NFYA,SOX18
NFYA,SP3
NFYA,STK11
NFYC,ABCB1
NFYC,CCND2
NFYC,CDKN1B
NFYC,FAS
NFYC,FDPS
NFYC,FOS
NFYC,FXR2
NFYC,GFI1B
NFYC,HBB
NFYC,HOXB7
NFYC,LPIN1
NFYC,SOX18
NONO,MIA
NPM1,ATF5
NPM1,BRD4
NPM1,CCND1
NPM1,CDKN1A
NPM1,DNMT1
NPM1,ELF4
NPM1,MDM2
NPM1,PTPN6
NPM1,RPL3
NPM1,TAF1A
NPM1,USP7
NR1H2,ABCA1
NR1H2,ABCG1
NR1H2,ABCG4
NRF1,CAPNS1
NRF1,COX6A1
NRF1,CXCR4
NRF1,FMR1
NRF1,FMR1
NRF1,FXR2
NRF1,GALNT3
NRF1,IDE
NRF1,NQO1
NRF1,PRDX3
NRF1,PRDX5
NRF1,SDHB
NRF1,SLC46A1
NRF1,SNRPN
NRF1,SPAST
NRF1,TOMM34
PA2G4,AGR2
PA2G4,AR
PA2G4,E2F1
PA2G4,E2F1
PA2G4,KLK3
PARP1,BCL2
PARP1,BRCA2
PARP1,CDH1
PARP1,CDH1
PARP1,CDKN1A
PARP1,CXCL1
PARP1,E2F1
PARP1,FBN1
PARP1,FN1
PARP1,FOXO1
PARP1,HFE
PARP1,IFNAR1
PARP1,IFNG
PARP1,IL10
PARP1,JUN
PARP1,NFKB1
PARP1,RELA
PARP1,SERPINE1
PARP1,SERPINF1
PARP1,SH3BP2
PARP1,SMARCB1
PARP1,SNAI1
PARP1,THBD
PARP1,THBD
PARP1,VIM
PBX1,HOXB1
PBX1,NANOG
PBX1,PF4
PBX1,VCP
PBX2,EMX2
PBX2,FMO3
PBX2,MEIS1
PBX2,PF4
PBX2,UGT2B17
PBX2,VCP
PCBD1,FXYD2
PCGF2,HOXA7
PCGF2,HOXA7
PCGF2,ZEB1
PCGF2,ZEB2
PDCD11,FASLG
PER1,BAX
PER1,BCL2
PER1,SLC5A1
PHB2,ARNT
PHB2,BTG2
PHF8,CDC20
PIAS1,CYP17A1
PIAS1,FABP2
PIAS1,MUC1
PIAS1,PRMT1
PIAS1,SI
PIAS1,STAT1
PIAS3,ATF1
PIAS3,ESR1
PIAS3,MUC1
PIAS3,STAT3
PIAS4,MUC1
PIAS4,VDR
PML,BAX
PML,CASP3
PML,CCND1
PML,CCNT1
PML,CDKN1A
PML,EAF2
PML,EGFR
PML,EP300
PML,FLT3
PML,GRIP1
PML,HCK
PML,HIPK2
PML,IFNB1
PML,NR4A1
PML,PML
PML,TNFAIP3
PML,TNFSF10
PML,TP53
PML,UBA7
POU2F1,AR
POU2F1,BDKRB1
POU2F1,CAPN6
POU2F1,CCND1
POU2F1,CDX2
POU2F1,GADD45A
POU2F1,GADD45A
POU2F1,GATA1
POU2F1,GCM1
POU2F1,GFI1B
POU2F1,GNRH1
POU2F1,HBG1
POU2F1,HIST2H2BE
POU2F1,HPGDS
POU2F1,ID1
POU2F1,IL2
POU2F1,IL2
POU2F1,IL2RA
POU2F1,IL4
POU2F1,IL5
POU2F1,LCT
POU2F1,LGALS4
POU2F1,MAD2L1
POU2F1,PLAU
POU2F1,POU2AF1
POU2F1,PTGIR
POU2F1,RPTOR
POU2F1,RRM2B
POU2F1,SDC4
POU2F1,SNAI2
POU2F1,SNAI2
POU2F1,SNAPC1
POU2F1,SPP1
POU2F1,ST6GAL1
POU2F1,TK1
POU2F1,TWIST1
POU2F1,TWIST1
POU2F1,TXNRD1
POU2F1,UGT2B7
POU2F1,VCAM1
POU2F1,VWF
POU2F1,VWF
PPARA,ACADL
PPARA,ACOX1
PPARA,ACSL1
PPARA,ANGPTL4
PPARA,APOA4
PPARA,APOA5
PPARA,APOB
PPARA,APOB
PPARA,APOBR
PPARA,APOC3
PPARA,APOC3
PPARA,CD36
PPARA,CETP
PPARA,CGB5
PPARA,CPT1A
PPARA,CYP1A1
PPARA,CYP2C9
PPARA,FABP4
PPARA,G0S2
PPARA,HMOX1
PPARA,IGFBP1
PPARA,IL6
PPARA,IL6R
PPARA,LPL
PPARA,MLYCD
PPARA,MMP9
PPARA,NFKBIA
PPARA,NFKBIA
PPARA,PDK4
PPARA,PLIN2
PPARA,PTGS2
PPARA,SERPINE1
PPARA,SERPINE1
PPARA,SLC25A20
PPARA,SLC9A1
PPARA,SOD2
PPARA,SREBF2
PPARA,STAT5A
PPARA,SULT2A1
PPARA,TUBA1B
PPARA,TXNIP
PPARA,UCP1
PPARA,UGT1A9
PPARD,ANG
PPARD,ANGPTL4
PPARD,CAT
PPARD,HSD11B2
PPARD,LPL
PPARD,PDK4
PPARD,SAT1
PPARD,SOD1
PPARD,TIMP1
PPARD,TXN
PPARG,ABCG2
PPARG,ACAT1
PPARG,ADIPOQ
PPARG,ADIPOQ
PPARG,AGER
PPARG,ANGPTL4
PPARG,ANGPTL4
PPARG,APOB
PPARG,APOBR
PPARG,ATP2A2
PPARG,BAD
PPARG,BCL2
PPARG,BCL2
PPARG,BCL2L1
PPARG,BRS3
PPARG,CAT
PPARG,CAV1
PPARG,CCND1
PPARG,CCNE1
PPARG,CD36
PPARG,CD36
PPARG,CD83
PPARG,CDKN1A
PPARG,CEBPA
PPARG,CFLAR
PPARG,CIITA
PPARG,CIITA
PPARG,CLDN2
PPARG,CPT1B
PPARG,CSF1
PPARG,DBI
PPARG,EGFR
PPARG,ERO1A
PPARG,ERP44
PPARG,ERP44
PPARG,FABP4
PPARG,FABP4
PPARG,FASLG
PPARG,FGF1
PPARG,GDF15
PPARG,GK
PPARG,HMOX1
PPARG,ICAM1
PPARG,JAG1
PPARG,KLF4
PPARG,LIPE
PPARG,MMP1
PPARG,MMP9
PPARG,MYC
PPARG,NOTCH4
PPARG,NR1H3
PPARG,PDK2
PPARG,PLIN2
PPARG,PLIN2
PPARG,POU2F1
PPARG,PTEN
PPARG,PTGS2
PPARG,PTGS2
PPARG,PTGS2
PPARG,RARB
PPARG,REN
PPARG,REN
PPARG,RETN
PPARG,RETN
PPARG,SAT1
PPARG,SAT1
PPARG,SERPINE1
PPARG,SLC2A4
PPARG,SLC5A5
PPARG,SLC9A1
PPARG,SOCS7
PPARG,TG
PPARG,TNFRSF11B
PPARG,TP53
PPARG,TSHR
PPARG,TXNIP
PPARG,UGT1A9
PPARG,VLDLR
PREB,CCL2
PREB,PRL
RBBP7,CDH1
RBPJ,CR2
RBPJ,IL6
RBPJ,IL6
RBPJ,NFKB1
RBPJ,PTEN
REL,BCL2A1
REL,BIRC3
REL,CCL2
REL,CCL5
REL,CD40LG
REL,CDKN1A
REL,CRP
REL,CSRP1
REL,EPHB2
REL,F3
REL,ICAM1
REL,IER3
REL,IL10
REL,IL12B
REL,IL1B
REL,IL2
REL,IL2RA
REL,IL6
REL,KLK3
REL,SELE
REL,SOD2
REL,TNFAIP3
RELA,ABCA1
RELA,ABCB1
RELA,ABCB1
RELA,ABCG2
RELA,ADORA1
RELA,ADORA2A
RELA,ADORA3
RELA,AGER
RELA,AGT
RELA,AKT1
RELA,AKT2
RELA,ALOX5
RELA,ALOX5AP
RELA,AMH
RELA,AR
RELA,AR
RELA,BACE1
RELA,BAD
RELA,BAX
RELA,BAX
RELA,BCL2
RELA,BCL2
RELA,BCL2
RELA,BCL2A1
RELA,BCL2A1
RELA,BCL2L1
RELA,BCL2L1
RELA,BCL2L1
RELA,BCL2L11
RELA,BCL3
RELA,BDKRB1
RELA,BGN
RELA,BHMT
RELA,BIRC2
RELA,BIRC2
RELA,BIRC2
RELA,BIRC3
RELA,BIRC3
RELA,BIRC3
RELA,BIRC5
RELA,BIRC5
RELA,BMP2
RELA,BRCA2
RELA,BTG2
RELA,CARD8
RELA,CARM1
RELA,CASP3
RELA,CASP9
RELA,CCK
RELA,CCL11
RELA,CCL11
RELA,CCL13
RELA,CCL19
RELA,CCL2
RELA,CCL2
RELA,CCL20
RELA,CCL20
RELA,CCL22
RELA,CCL3
RELA,CCL3
RELA,CCL4
RELA,CCL5
RELA,CCL5
RELA,CCNB1
RELA,CCNB1
RELA,CCND1
RELA,CCND1
RELA,CCND1
RELA,CCND2
RELA,CCR2
RELA,CCR3
RELA,CCR5
RELA,CCR7
RELA,CCR7
RELA,CD28
RELA,CD38
RELA,CD40
RELA,CD40
RELA,CD40LG
RELA,CD58
RELA,CD69
RELA,CD74
RELA,CD80
RELA,CD83
RELA,CD86
RELA,CD86
RELA,CDH1
RELA,CDK4
RELA,CDK6
RELA,CDKN1A
RELA,CDKN1A
RELA,CEACAM1
RELA,CFI
RELA,CFLAR
RELA,CFLAR
RELA,CFLAR
RELA,CFTR
RELA,COL1A1
RELA,COL1A2
RELA,COL2A1
RELA,COL7A1
RELA,CR2
RELA,CREB3
RELA,CRHR1
RELA,CRP
RELA,CRP
RELA,CSF1
RELA,CSF1
RELA,CSF2
RELA,CSNK2A1
RELA,CTSB
RELA,CXCL1
RELA,CXCL1
RELA,CXCL10
RELA,CXCL10
RELA,CXCL12
RELA,CXCL2
RELA,CXCL5
RELA,CXCL8
RELA,CXCL8
RELA,CXCL8
RELA,CXCR2
RELA,CXCR2
RELA,CXCR4
RELA,CXCR4
RELA,CYP19A1
RELA,CYP1A1
RELA,CYP27B1
RELA,CYP2E1
