GeneA,GeneB
HOPX,LOR
HOXA9,ARHGEF1
HOXA9,CDH3
HOXA9,ID2
HOXA9,MYCN
HOXA9,NFKB1
HOXA9,RELA
HOXA9,SELE
HOXA9,SHOX
HOXA9,VCAM1
HOXB1,TCF4
HOXC10,HOXB8
HOXD1,ITGB1
HOXD3,ITGA5
HOXD3,ITGAV
HOXD3,ITGB1
HOXD3,ITGB3
HOXD3,PLAU
HSF4,DNASE2B
HSF4,DNASE2B
HSF4,HIF1A
HSF4,RAD51
ID1,ZNF148
ILF2,ACRV1
ILF2,IL2
ILF2,ILF3
ING1,AFP
ING1,BAX
ING1,CASP3
ING1,CDKN1A
ING1,FAT1
ING1,PCNA
ING1,TP53
ING2,BCL2
ING2,MMP13
ING2,TMEM71
ING4,ANGPT1
ING4,ARL6IP5
ING4,BAX
ING4,BCL2
ING4,CASP3
ING4,CCND1
ING4,CDKN1A
ING4,CDKN1B
ING4,CDKN1B
ING4,CXCL8
ING4,NGF
ING4,NTRK1
ING4,PTGS2
ING4,SKP2
ING4,SPP1
ING4,TP53
IRF6,NR1H4
IRF9,CCND2
IRF9,CDKN1A
IRF9,CDKN1B
IRF9,IFIT3
IRF9,IL27
IRF9,NCAM1
IRF9,PML
IRF9,SP100
KAT5,ERCC1
KAT5,GMPS
KAT5,HDC
KAT5,IL2
KAT5,STAT3
KHDRBS1,AR
KHDRBS1,IGF2
KHDRBS1,LEP
KHSRP,RPL3
KLF13,CCL5
KLF13,LDLR
KLF15,CLCNKA
KLF15,LRP5
KLF15,RBP3
KLF15,RHO
KLF15,RHO
KLF16,CDKN1A
KLF9,PDCD5
KLF9,PGR
KLF9,PMAIP1
LMO2,ANGPT2
LMO2,CDH1
LMO2,ELK1
LMO2,ERG
LMO2,FGF2
LMO2,GYPA
LMO2,LEF1
LMO2,LYL1
LMO2,NFATC1
LMO2,ZEB1
LMX1B,CD2AP
LMX1B,COL4A1
LMX1B,COL4A4
LMX1B,NLRP2
LMX1B,NPHS2
LMX1B,TCF3
MAF,CCND2
MAF,GCLC
MAF,IL4
MAF,IL4
MAF,IL5
MAF,ITGB7
MAF,MMP13
MAFA,INS
MAFA,PC
MAFB,CCND2
MAFG,MLH1
MAFG,NQO1
MBD2,ALOX5
MBD2,ADGRB1
MBD2,CHD4
MBD2,DAPK1
MBD2,GSTP1
MBD2,GSTP1
MBD2,KLK10
MBD2,MSH2
MBD2,MYOG
MBD2,NANOG
MBD2,POU5F1
MEF2B,BCL6
MEN1,BRCA1
MEN1,CASP8
MEN1,CDKN1B
MEN1,CDKN2C
MEN1,GAST
MEN1,GATA3
MEN1,JUND
MEN1,PRL
MEN1,RAD51
MEN1,RAD51AP1
MEN1,TERT
MLX,ODC1
MLXIPL,TXNIP
MSX1,CGA
MSX1,DKK1
MSX1,DLK1
MSX1,HEY1
MSX1,NOTCH3
MSX1,ZHX2
MZF1,PADI1
MXI1,MYC
MXI1,MYCN
MYF6,ACACB
MYOG,ACACB
MYOG,MYEF2
MZF1,BLMH
MZF1,CD34
MZF1,CDH2
MZF1,MMP2
MZF1,PIK3R3
MZF1,TERT
NEAT1,CXCL8
NELFCD,CCND1
NELFCD,CDKN1A
NELFCD,CTNNB1
NFATC3,CTSD
NFATC3,TFF1
NFE2,GCLC
NFE2,GSS
NFE2,HBE1
NFE2,TBXA2R
NFIB,CDKN1A
NFIB,MBP
NFIB,WFDC2
NFKBIB,IFNB1
NFYA,ABCB1
NFYA,CBS
NFYA,CCND2
NFYA,CDKN1B
NFYA,CYP2A6
NFYA,DDIT3
NFYA,FAS
NFYA,FXR2
NFYA,GADD45A
NFYA,GADD45A
NFYA,GFI1B
NFYA,HBB
NFYA,HOXB4
NFYA,HOXB7
NFYA,HSPA5
NFYA,LPIN1
NFYA,OGG1
NFYA,OGG1
NFYA,SOX18
NFYA,SOX3
NFYA,SP3
NFYA,STK11
NFYC,ABCB1
NFYC,CCND2
NFYC,CDKN1B
NFYC,FAS
NFYC,FDPS
NFYC,FOS
NFYC,FXR2
NFYC,GFI1B
NFYC,HBB
NFYC,HOXB7
NFYC,LPIN1
NFYC,SOX18
NFYC,SOX3
NKX2-1,LMO3
NKX2-1,RET
NKX2-1,SFTPA1
NKX2-1,SFTPB
NKX2-1,SFTPB
NKX2-1,SP1
NKX2-1,STK11
NONO,MIA
NPAS2,CRY1
NPAS2,CRY2
NPAS2,PER1
NPAS2,PER2
NPAS3,VGF
NPM1,ATF5
NPM1,BRD4
NPM1,CCND1
NPM1,CDKN1A
NPM1,DNMT1
NPM1,ELF4
NPM1,MDM2
NPM1,PTPN6
NPM1,RPL3
NPM1,TAF1A
NPM1,USP7
NR1H2,ABCA1
NR1H2,ABCG1
NR1H2,ABCG4
NR1H3,ABCA1
NR1H3,ABCA1
NR1H3,ABCG1
NR1H3,ABCG4
NR1H3,BHLHE40
NR1H3,CETP
NR1H4,ABCB11
NR1H4,ABCB4
NR1H4,ABCC4
NR1H4,CYP7A1
NR1H4,DCN
NR1H4,EDN1
NR1H4,FABP6
NR1H4,HSD3B2
NR1H4,INS
NR1H4,KLF11
NR1H4,KRT13
NR1H4,NFKB1
NR1H4,NR1I2
NR1H4,PLTP
NR1H4,RELA
NR1H4,SCARB1
NR1H4,SLCO1B3
NR1H4,STK11
NR1H4,UGT2B4
NR1H4,VEGFA
NR2E3,ESR1
NR2E3,RHO
NR2F6,APOA2
NR2F6,APOB
NR2F6,APOC3
NR2F6,CYP19A1
NR2F6,LHCGR
NRL,NR2E3
NRL,PDE6B
NRL,RBP3
NRL,RHO
NRL,RHO
PA2G4,AGR2
PA2G4,AR
PA2G4,E2F1
PA2G4,E2F1
PA2G4,KLK3
PAX8,E2F1
PAX8,NCAM1
PAX8,SLC3A1
PAX8,SLC5A5
PAX8,TG
PAX8,TP53
PAX8,TSHR
PAX8,WT1
PBX1,HOXB1
PBX1,NANOG
PBX1,PF4
PBX1,SOX3
PBX1,VCP
PCGF2,HOXA7
PCGF2,HOXA7
PCGF2,ZEB1
PCGF2,ZEB2
PDX1,GCK
PDX1,INS
PDX1,INS
PER1,BAX
PER1,BCL2
PER1,SLC5A1
PHB2,ARNT
PHB2,BTG2
PIAS2,AR
PIAS2,LRRN3
PIAS2,MUC1
PIAS2,MYCN
PIR,NFKB1
PLAGL2,IGF2
PLAGL2,METAP2
PLAGL2,NCF2
PLAGL2,SFTPC
POU1F1,BDKRB1
POU1F1,CGA
POU1F1,GH1
POU1F1,GH1
POU1F1,GH2
POU1F1,GHR
POU1F1,INSM1
POU1F1,POU1F1
POU1F1,PRL
POU1F1,PRL
POU1F1,REN
POU1F1,TSHB
POU1F1,TSHB
POU1F1,VDR
POU3F2,CDH13
POU3F2,DDC
POU3F2,FABP7
POU3F2,FOXP2
POU3F2,GNRH1
POU3F2,MITF
POU3F2,NKX2-1
POU3F2,PAX3
POU3F2,PDE5A
POU5F1,BMP4
POU5F1,CDKN1A
POU5F1,CDX2
POU5F1,DDC
POU5F1,DKK1
POU5F1,DLX5
POU5F1,EOMES
POU5F1,FGF4
POU5F1,GADD45A
POU5F1,GATA6
POU5F1,HLX
POU5F1,ID2
POU5F1,ITGA6
POU5F1,L1TD1
POU5F1,LEFTY1
POU5F1,NANOG
POU5F1,NANOG
POU5F1,SEMA6A
POU5F1,SOX2
POU5F1,SPP1
POU5F1,TBX18
POU5F1,TDGF1
POU5F1,THY1
POU5F1,ZFP42
PPARG,ABCG2
PPARG,ACAT1
PPARG,ADIPOQ
PPARG,ADIPOQ
PPARG,AGER
PPARG,ANGPTL4
PPARG,ANGPTL4
PPARG,APOB
PPARG,APOBR
PPARG,ATP2A2
PPARG,BAD
PPARG,BCL2
PPARG,BCL2
PPARG,BCL2L1
PPARG,BRS3
PPARG,CAT
PPARG,CAV1
PPARG,CCND1
PPARG,CCNE1
PPARG,CD36
PPARG,CD36
PPARG,CD83
PPARG,CDKN1A
PPARG,CEBPA
PPARG,CFLAR
PPARG,CIITA
PPARG,CIITA
PPARG,CLDN2
PPARG,CPT1B
PPARG,CSF1
PPARG,DBI
PPARG,EGFR
PPARG,ERO1A
PPARG,ERP44
PPARG,ERP44
PPARG,FABP4
PPARG,FABP4
PPARG,FASLG
PPARG,FGF1
PPARG,GDF15
PPARG,GK
PPARG,HMOX1
PPARG,ICAM1
PPARG,JAG1
PPARG,KLF4
PPARG,LIPE
PPARG,MMP1
PPARG,MMP9
PPARG,MYC
PPARG,NOTCH4
PPARG,NR1H3
PPARG,PDK2
PPARG,PLIN2
PPARG,PLIN2
PPARG,POU2F1
PPARG,PTEN
PPARG,PTGS2
PPARG,PTGS2
PPARG,PTGS2
PPARG,RARB
PPARG,REN
PPARG,REN
PPARG,RETN
PPARG,RETN
PPARG,SAT1
PPARG,SAT1
PPARG,SERPINE1
PPARG,SLC2A4
PPARG,SLC5A5
PPARG,SLC9A1
PPARG,SOCS7
PPARG,TG
PPARG,TNFRSF11B
PPARG,TP53
PPARG,TSHR
PPARG,TXNIP
PPARG,UGT1A9
PPARG,VLDLR
PPARGC1A,ALDOB
PPARGC1A,APOA5
PPARGC1A,APOC3
PPARGC1A,CYP2C9
PPARGC1A,CYP7A1
PPARGC1A,MFN2
PPARGC1A,MLYCD
PPARGC1A,OTC
PPARGC1A,PCK2
PREB,CCL2
PREB,PRL
PTMA,CDKN1A
PTMA,IDO1
PTMA,IDO2
PTMA,TLR9
RELB,CCL19
RELB,CCL21
RELB,CD40
RELB,PIGR
RFXANK,HLA-DMA
RFXANK,HLA-DMB
RFXANK,HLA-DOA
RFXANK,HLA-DOB
RFXANK,HLA-DPA1
RFXANK,HLA-DPB1
RFXANK,HLA-DQA1
RFXANK,HLA-DQA2
RFXANK,HLA-DQB1
RFXANK,HLA-DQB2
RFXANK,HLA-DRA
RFXANK,HLA-DRB1
RFXANK,HLA-DRB5
RNF14,CCND1
RORC,IL17A
RORC,IL22
RUVBL1,TP53
RXRA,ABCA1
RXRA,ABCB11
RXRA,ABCC3
RXRA,CGB5
RXRA,CPT1B
RXRA,CXCR5
RXRA,CYP3A4
RXRA,CYP7A1
RXRA,GNRH2
RXRA,HNF1A
RXRA,HNF4A
RXRA,HSD17B2
RXRA,HSD17B2
RXRA,IL2RA
RXRA,IL2RB
RXRA,IL2RG
RXRA,NOL7
RXRA,PLD1
RXRA,SERPINC1
RXRA,THBD
RXRA,TLR10
SALL3,DNMT3A
SALL3,HDAC9
SCAND1,ZNF202
SCD5,EGR2
SHOX,ACAN
SHOX,FGFR3
SHOX,NPPB
SHOX,NPPB
SIRT2,AFP
SIRT2,CDKN1A
SIRT2,NEDD4
SIRT3,FOXO3
SMARCB1,CD44
SMARCB1,CDKN2A
SOX6,CCNA2
SOX6,CCND1
SOX6,CDK4
SOX6,CDKN1A
SOX6,CTNNB1
SOX6,TP53
SP1,ABCA1
SP1,ABCA1
SP1,ABCB1
SP1,ABCB1
SP1,ABCB8
SP1,ABCC1
SP1,ABCC3
SP1,ABCC3
SP1,ABCG2
SP1,ACAN
SP1,ACO1
SP1,ACVRL1
SP1,ADA
SP1,ADAM10
SP1,ADAM17
SP1,ADAM17
SP1,ADAM23
SP1,ADH6
SP1,ADIPOQ
SP1,ADRA1A
SP1,ADRA2B
SP1,ADRB3
SP1,GRK2
SP1,AGT
SP1,AGTR1
SP1,AGTR1
SP1,AGTR1
SP1,AHR
SP1,ALOX12
SP1,ALOX12
SP1,ALOX15B
SP1,ALOX5
SP1,ALOX5
SP1,AMACR
SP1,APAF1
SP1,APEX1
SP1,APEX1
SP1,APLNR
SP1,APOA1
SP1,APOC3
SP1,APOE
SP1,APP
SP1,APP
SP1,AR
SP1,AR
SP1,AREG
SP1,ARF6
SP1,ASPN
SP1,ATF2
SP1,ATM
SP1,ATP2A2
SP1,ATP2A2
SP1,ATP2A3
SP1,ATP2C1
SP1,B4GALT1
SP1,B4GALT5
SP1,BACE1
SP1,BACE1
SP1,BACE2
SP1,BAG2
SP1,BAX
SP1,BCL2
SP1,BDKRB1
SP1,BIRC5
SP1,BLMH
SP1,BRCA1
SP1,BRD7
SP1,BRD7
SP1,BSG
SP1,BTK
SP1,C1QBP
SP1,C4A
SP1,C4B
SP1,CA9
SP1,CA9
SP1,CASP3
SP1,CAT
SP1,CAV1
SP1,CBFB
SP1,CBS
SP1,CCK
SP1,CCL2
SP1,CCL2
SP1,CCL5
SP1,CCNA2
SP1,CCND1
SP1,CCND1
SP1,CCND2
SP1,CCND2
SP1,PROM1
SP1,CD14
SP1,CD14
SP1,CD151
SP1,CD163
SP1,CD1D
SP1,CD28
SP1,CD2AP
SP1,CD44
SP1,CD83
SP1,ADGRE5
SP1,CD99
SP1,CDC42BPG
SP1,CDH2
SP1,CDH3
SP1,CDK4
SP1,CDK6
SP1,CDKN1A
SP1,CDKN1A
SP1,CDKN1A
SP1,CDKN1B
SP1,CDKN1B
SP1,CDKN2A
SP1,CDKN2A
SP1,CDKN2B
SP1,CENPH
SP1,CENPW
SP1,CERS2
SP1,CES1
SP1,CETP
SP1,CETP
SP1,CFTR
SP1,CHGA
SP1,CHI3L1
SP1,CHRNB4
SP1,CHST4
SP1,CIC
SP1,CLDN3
SP1,COL11A2
SP1,COL18A1
SP1,COL1A1
SP1,COL2A1
SP1,COL2A1
SP1,COL7A1
SP1,COMP
SP1,CREB1
SP1,CREM
SP1,CRMP1
SP1,CSNK2A1
SP1,CTGF
SP1,CTSB
SP1,CTSL
SP1,CXADR
SP1,CXCL1
SP1,CXCL14
SP1,CXCL5
SP1,CYP17A1
SP1,CYP19A1
SP1,CYP1B1
SP1,CYP27A1
SP1,CYP2F1
SP1,CYP3A4
SP1,CYP3A5
SP1,CYP3A7
SP1,CYP7A1
SP1,CYP7B1
SP1,DBF4
SP1,DCK
SP1,DDB1
SP1,DDB2
SP1,DHCR24
SP1,DMRT1
SP1,DNASE2
SP1,DNMT1
SP1,DNMT1
SP1,DNMT1
SP1,DNMT3A
SP1,DNMT3B
SP1,DPYSL2
SP1,DRG2
SP1,E2F1
SP1,EAPP
SP1,EDNRB
SP1,EDNRB
SP1,EGF
SP1,EGFR
SP1,EGFR
SP1,EGR1
SP1,EGR1
SP1,ELF4
SP1,ELMO3
SP1,ENG
SP1,EPO
SP1,EPOR
SP1,EPOR
SP1,ERBB2
SP1,ERVW-1
SP1,ESR1
SP1,EZR
SP1,F10
SP1,F2R
SP1,F3
SP1,F7
SP1,FABP6
SP1,FAS
SP1,FAS
SP1,FASLG
SP1,FASLG
SP1,FBLN1
SP1,FBN1
SP1,FBP1
SP1,FES
SP1,FGFBP1
SP1,FGFR1
SP1,FGFR3
SP1,FGL2
SP1,FMR1
SP1,FMR1
SP1,FOLR1
SP1,FOS
SP1,FOXM1
SP1,FPGS
SP1,FUT4
SP1,FXR2
SP1,GAST
SP1,GAST
SP1,GATA3
SP1,GCLC
SP1,GDA
SP1,GDF5
SP1,GFER
SP1,GH2
SP1,GIPR
SP1,GJA1
SP1,GM2A
SP1,GPR39
SP1,GRIN1
SP1,GSPT1
SP1,GSTP1
SP1,HAS2
SP1,HBEGF
SP1,HBZ
SP1,HCN2
SP1,HCN4
SP1,HDAC4
SP1,HGF
SP1,HIST2H4A
SP1,HLA-G
SP1,HMGA1
SP1,HMGA1
SP1,HMGA2
SP1,HNF4A
SP1,HOXB7
SP1,HPR
SP1,HRAS
SP1,HRAS
SP1,HSD11B2
SP1,HSD17B1
SP1,HSD17B11
SP1,HSD17B2
SP1,HSD17B2
SP1,HSD3B1
SP1,HTR1A
SP1,HTT
SP1,HYAL1
SP1,ICAM1
SP1,ID4
SP1,IFNGR1
SP1,IGF1R
SP1,IGF2
SP1,IGF2
SP1,IGFBP1
SP1,IGFBP3
SP1,IGFBP4
SP1,IL10
SP1,IL10
SP1,IL2
SP1,IL2RB
SP1,IL3
SP1,IL6
SP1,IMPDH2
SP1,INPP5J
SP1,INSR
SP1,INSR
SP1,IRF5
SP1,IRS2
SP1,IRS2
SP1,ISG20
SP1,ITGA2
SP1,ITGA5
SP1,ITGAD
SP1,ITGAV
SP1,ITGAV
SP1,ITGAX
SP1,ITGB2
SP1,ITGB3
SP1,IVL
SP1,KCNH2
SP1,KCNQ2
SP1,KCNQ3
SP1,KCTD11
SP1,KDR
SP1,KIF2C
SP1,KISS1
SP1,KISS1
SP1,KIT
SP1,KLF8
SP1,KLK3
SP1,KRT14
SP1,KRT16
SP1,KRT18
SP1,KRT19
SP1,KRT5
SP1,LAMA1
SP1,LCAT
SP1,LDHA
SP1,LDHC
SP1,LDLR
SP1,LEP
SP1,LMO4
SP1,LOR
SP1,LOXL4
SP1,LPL
SP1,LRP5
SP1,LSP1
SP1,LTBP4
SP1,LTF
SP1,LYZ
SP1,MACROD1
SP1,MAOB
SP1,MAT2A
SP1,MAT2A
SP1,MAT2B
SP1,MCTS1
SP1,MDM2
SP1,MDM2
SP1,ME1
SP1,MET
SP1,MET
SP1,MGMT
SP1,MICA
SP1,MICB
SP1,MICB
SP1,MIF
SP1,MME
SP1,MMP11
SP1,MMP14
SP1,MMP14
SP1,MMP2
SP1,MMP2
SP1,MMP28
SP1,MMP9
SP1,MMP9
SP1,MMRN1
SP1,MNDA
SP1,MPG
SP1,MPO
SP1,MPO
SP1,MTA1
SP1,MUC2
SP1,MUC2
SP1,MUC4
SP1,MUC5AC
SP1,MUC6
SP1,MYBL1
SP1,MYBL2
SP1,MYC
SP1,MYCN
SP1,MYCN
SP1,MYCN
SP1,NDUFV1
SP1,NDUFV2
SP1,NF1
SP1,NFKB1
SP1,NFKB2
SP1,NKX2-1
SP1,NOL7
SP1,NOS1
SP1,NOS3
SP1,NOS3
SP1,NPY
SP1,NQO2
SP1,NR4A1
SP1,NR5A1
SP1,NT5E
SP1,OAT
SP1,ODC1
SP1,OPRM1
SP1,OPRM1
SP1,OXTR
SP1,P2RX4
SP1,P4HA1
SP1,PADI1
SP1,PADI3
SP1,PAX6
SP1,PCK1
SP1,PDE6A
SP1,PDE6B
SP1,PDGFB
SP1,PDGFC
SP1,PDHA1
SP1,PDIA2
SP1,PELO
SP1,PGLYRP2
SP1,PGR
SP1,PHGDH
SP1,PLAA
SP1,PLAC1
SP1,PLAT
SP1,PLAU
SP1,PLAUR
SP1,PLAUR
SP1,PNOC
SP1,POLD1
SP1,POLD2
SP1,POLE2
SP1,PON1
SP1,POR
SP1,POR
SP1,POR
SP1,PPL
SP1,PPP2R2B
SP1,PRKCE
SP1,PRM1
SP1,PRNP
SP1,PRNP
SP1,PSEN1
SP1,PSIP1
SP1,PTEN
